#,song_id,echonest_id,date,title,artist,rank,exrank,peak,weeksOn,writer,producer,promotion,tempo,key,loudness,duration,energy,danceability,mode,year
12320,60596,SOOFNYO12A6D4FAB1C,6/3/1978,Grease,Frankie Valli,54,0,1,22,,,,109.483,9,-9.315,201.9522,0.535251367,0.820407295,1,1978
13679,5882,SOOFZEJ12C0DD04B90,9/14/1968,Hey Jude,The Beatles,10,0,1,19,,,n/a,147.975,10,-16.984,425.82159,0.467916441,0.409710936,1,1968
13801,23367,SOOGALS12AF72A1760,1/27/1962,Hey! Baby,Bruce Channel,74,0,1,15,,,n/a,130.707,9,-11.633,138.94485,0.495363301,0.643163315,1,1962
15042,24062,SOOGBDW12B0B80B0EC,5/5/1962,I Can't Stop Loving You,Ray Charles,86,0,1,18,,,n/a,76.584,5,-13.384,256.7571,0.432555388,0.028069382,1,1962
17764,66360,SOOGEWQ12A8C13ABFA,8/14/1976,If You Leave Me Now,Chicago,60,0,1,21,,,,104.682,11,-12.048,236.95628,0.3233418,0.506747791,1,1976
21844,4218,SOOGTAK12A6D4FA13B,1/27/1968,Love Is Blue,Paul Mauriat,18,0,1,18,,,n/a,74.93,11,-15.356,294.37342,0.589334213,0.441628132,0,1968
27447,127630,SOOHAKK12AB0184D01,1/30/1982,Private Eyes,Daryl Hall & John Oates,97,0,1,23,,,,121.284,7,-5.139,210.442,0.845846972,0.833526591,1,1982
11099,937,SOOHYEX12B20E5E479,5/10/1969,Get Back,The Beatles,10,0,1,12,,,n/a,123.431,2,-12.73,187.0624,0.469770489,0.714583499,1,1969
10418,100560,SOOICCF12A6701FBD3,5/11/2002,Foolish,Ashanti,1,1,1,13,"A.Douglas,I.Lorenzo,M.Debarge,E.Jordan",I.Gotti,IDJMG,90.225,0,-9.378,207.17669,0.463599355,0.661362308,1,2002
41572,20543,SOOJLHC12AB01843AE,12/26/1964,You've Lost That Lovin' Feelin',The Righteous Brothers,34,0,1,16,,,n/a,93.549,11,-7.882,219.71546,0.394160316,0.263837605,1,1964
965,18915,SOOJRVJ12A8C1404E0,5/9/1964,A World Without Love,Peter & Gordon,76,0,1,12,,,n/a,130.404,1,-10.367,160.67873,0.647275863,0.549695064,0,1964
33759,122195,SOOLBQV12A6D4FD1B8,11/9/1985,That s What Friends Are For,Dionne ,67,0,1,23,"B.Bacharach,C.Bayer Bacharach","B.Bacharach,C.B.Sager",Arista,121.359,3,-8.429,300.30322,0.297527551,0.331842594,1,1985
32206,112604,SOOOYVI12A8C146012,12/31/1988,Straight Up,Paula Abdul,35,35,1,25,E.Wolff,"E.Wolff,K.Cohen",Virgin,95.876,2,-7.846,247.32689,0.811422012,0.755586202,0,1988
36720,73961,SOOPMLH12A6D4F818E,7/21/1973,Touch Me In The Morning,Diana Ross,17,0,1,21,,,,137.521,6,-10.173,204.7473,0.441859955,0.407784856,1,1973
33303,116486,SOORAYD12A8C13DBB4,6/21/1986,"Take My Breath Away (Love Theme From ""Top Gun"")",Berlin,96,0,1,21,"G.Moroder,T.Whitlock",G.Moroder,Columbia,95.844,8,-8.32,262.21669,0.386771741,0.569733963,1,1986
19061,52153,SOOSPJR12AB01806C4,3/2/1991,Joyride,Roxette,57,0,1,19,Not Listed,Not Listed,EMI,102.363,9,-5.045,263.02649,0.571806695,0.623156468,1,1991
31054,32505,SOOSWSL12AF72A3789,7/31/1999,Smooth,Santana Featuring Rob Thomas,78,0,1,58,"I.Shur,R.Thomas",M.Serletic,Arista,115.917,9,-3.885,296.07138,0.681627091,0.660066983,1,1999
20181,72003,SOOVATA12B0B806343,10/19/1974,Laughter In The Rain,Neil Sedaka,95,0,1,20,,,,94.945,8,-8.917,285.6224,0.537146762,0.583502955,1,1974
27749,14574,SOOVHEG12AB0188A58,9/10/1966,Reach Out I'll Be There,Four Tops,57,0,1,15,,,n/a,119.647,1,-5.109,178.93832,0.5195587,0.586186187,1,1966
1412,48925,SOOVOBV12AF729F941,12/4/1993,All For Love,Bryan Adams/Rod Stewart/Sting,17,51,1,22,"B.Adams,R.J.Lange,M.Kamen","C.Thomas,B.Adams,D.Nicholas",A&M,74.894,2,-6.835,280.18893,0.377896954,0.510629742,1,1993
17336,15880,SOOXBTF12AF72A3807,3/13/1965,I'm Telling You Now,Freddie & The Dreamers,71,0,1,11,,,n/a,146.473,9,-13.411,132.77995,0.570511272,0.614237531,1,1965
35071,43957,SOOXSSR12A6D4FCF81,1/1/1994,The Sign,Ace Of Base,68,0,1,41,Joker,"Pop,Joker",Arista,96.978,7,-13.374,192.41751,0.644929624,0.877912346,1,1994
27384,56094,SOOZEAG12AB0187FF5,9/8/1990,Praying For Time,George Michael,23,41,1,14,G.Michael,G.Michael,Columbia,121.191,9,-11.169,297.42975,0.30765997,0.499711033,1,1990
11066,32359,SOOZIYC12A8C13E609,7/10/1999,Genie In A Bottle,Christina Aguilera,12,61,1,25,"S.Kipner,D.Frank,P.Sheyne","D.Frank,S.Kipner",RCA,132.939,5,-8.24,479.18975,0.671619346,0.798032276,0,1999
38222,118536,SOOZXGD12A58A7C332,4/6/1985,We Are The World,USA For Africa,2,5,1,18,"M.Jackson,L.Richie",Q.Jones,Columbia,145.139,4,-14.917,427.41506,0.541561881,0.479446427,1,1985
230,64413,SOPANSY12B55270275,11/19/1977,(Love Is) Thicker Than Water,Andy Gibb,67,0,1,29,,,,192.093,6,-18.889,239.59465,0.343161304,0.405831777,0,1977
34128,35149,SOPBOIU12C106D18F7,8/15/1998,The First Night,Monica,14,0,1,23,"J.Dupri,T.Savage,M.McLeod,P.J.Sawyer",J.Dupri,Arista,152.471,8,-19.198,234.29179,0.65871636,0.649918153,1,1998
25998,56830,SOPBRPF12A6D4FC76B,12/22/1990,One More Try,Timmy T.,92,0,1,25,Not Listed,Not Listed,Quality,149.652,6,-11.339,211.48689,0.442526055,0.615301494,0,1990
26818,74520,SOPFKIH12AB01811A4,10/6/1973,Photograph,Ringo Starr,74,0,1,16,,,,111.227,4,-7.795,240.84853,0.505472808,0.599870269,1,1973
9097,15787,SOPGATV12B20E5E534,2/27/1965,Eight Days A Week,The Beatles,19,0,1,10,,,n/a,71.541,9,-8.155,165.32853,0.631434833,0.240193098,1,1965
12836,42152,SOPLOII12AF729D37A,4/29/1995,Have You Ever Really Loved A Woman?,Bryan Adams,22,33,1,24,"B.Adams,R.J.Lange,M.Kamen","R.J.Lange,B.Adams",A&M,145.542,7,-9.998,291.81342,0.363953737,0.539862105,1,1995
9392,126391,SOPLPXK12AF729EA32,6/18/1983,Every Breath You Take,The Police,14,0,1,22,,,1,122.002,9,-6.429,277.28934,0.415326341,0.659697578,1,1983
16628,89192,SOPLQUO12A6D4F9A39,1/6/2007,I Wanna Love You,Akon Featuring Snoop Dogg,2,2,1,13,"A.Thiam,C.Broadus",A.Thiam,Konvict/Upfront/SRC,100.046,7,-8.357,178.88608,0.262956722,0.848389335,1,2007
36635,67077,SOPMHQS12A8C144F13,11/20/1976,Torn Between Two Lovers,Mary MacGregor,87,0,1,22,,,,131.921,10,-9.891,218.20036,0.402883681,0.506313088,1,1976
40639,73062,SOPMQFR12A6701FC26,3/17/1973,You Are The Sunshine Of My Life,Stevie Wonder,76,0,1,17,,,,132.411,11,-13.114,178.442,0.612387984,0.532062669,1,1973
6184,130874,SOPOQRL12A58A77F59,5/3/1980,Coming Up (Live At Glasgow),Paul McCartney,53,0,1,21,,,,136.985,4,-9.463,209.03138,0.580391334,0.591260667,1,1980
27638,19223,SOPQYCP12A8C139102,6/20/1964,Rag Doll,The 4 Seasons,53,0,1,12,,,n/a,131.98,5,-7.431,134.45179,0.642632937,0.688220257,0,1964
1696,29378,SOPROMF12A58A7B929,5/30/1960,Alley-Oop,Hollywood Argyles,85,0,1,15,,,n/a,130.454,2,-11.225,160.88771,0.613226252,0.562444985,0,1960
4651,78703,SOPRUYQ12A8C140016,5/8/1971,Brown Sugar,The Rolling Stones,13,0,1,12,,,,139.449,0,-5.126,230.3473,0.862908856,0.338131706,1,1971
17264,103975,SOPTEAN12AB0180C69,9/8/2001,I'm Real,Jennifer Lopez Featuring Ja Rule,1,2,1,10,"J.Lopez,T.Oliver,C.Rooney,L.E.S.,J.Atkins,I.Gotti,R.James","T.Oliver,C.Rooney,L.E.S.",Epic,83.577,11,-6.117,252.99546,0.54932246,0.609259726,1,2001
26077,43706,SOPTQQB12A8C133394,12/2/1995,One Sweet Day,Mariah Carey & Boyz II Men,1,0,1,27,"M.Carey,M.McCary,N.Morris,W.Morris,S.Stockman,W.Afanasieff","W.Afanasieff,M.Carey",Columbia,128.129,1,-8.42,281.20771,0.375372532,0.533404457,1,1995
3810,56372,SOPTZIT12A8C1364B9,10/20/1990,Black Cat,Janet Jackson,2,5,1,16,J.Jackson,"J.Jackson,J.Johnson",A,114.939,4,-6.976,290.66404,0.905992422,0.688109724,0,1990
29913,89198,SOPUAKC12AB018447F,1/6/2007,SexyBack,Justin Timberlake,12,16,1,25,"J.Timberlake,T.V.Mosley,N.Hills","Timbaland,J.Timberlake,Danja",Jive,126.958,0,-6.285,393.66485,0.544658869,0.758855709,1,2007
3943,67124,SOPUCMP12AB0182933,11/27/1976,Blinded By The Light,Manfred Mann,83,0,1,20,,,,141.781,5,-13.006,402.02404,0.388070873,0.40843131,1,1976
34863,119131,SOPUDIE12AB017D3C0,6/29/1985,The Power Of Love,Huey Lewis ,46,0,1,19,"C.Hayes,H.Lewis,J.Colla",Huey Lewis ,EMI,121.461,0,-5.694,262.32118,0.627810851,0.579909594,1,1985
27840,122833,SOPZKGR12A6D4F3F3A,2/11/1984,Red Red Wine,UB40,61,69,1,40,N.Diamond,"UB40,R.Falcone",A,178.084,1,-15.506,320.65261,0.456132147,0.643583629,1,1984
27119,72257,SOPZRLX12AF72A36AC,11/23/1974,Please Mr. Postman,Carpenters,77,0,1,17,,,,132.641,9,-11.799,167.44444,0.521577323,0.692600202,1,1974
5338,38133,SOQAEDL12AB01861F3,10/11/1997,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,1,0,1,42,"E.John,B.Taupin","C.Thomas,G.Martin",A&M,143.402,6,-7.665,241.71057,0.449039918,0.445593398,1,1997
16838,21147,SOQAOMO12AB0187B27,3/23/1963,I Will Follow Him,Little Peggy March,90,0,1,14,,,n/a,125.488,0,-7.509,145.68444,0.539021494,0.62096062,1,1963
28534,71181,SOQCRUU12AB018534B,6/22/1974,Rock The Boat,The Hues Corporation,12,0,1,18,,,,107.159,3,-8.789,199.1571,0.562613035,0.613086446,1,1974
33653,68092,SOQCWPT12A8C13D7AC,4/19/1975,Thank God I'm A Country Boy,John Denver,26,0,1,19,,,,211.766,9,-10.696,192.67873,0.568690969,0.540640566,1,1975
24304,11889,SOQEYTE12A58A77984,1/1/1966,My Love,Petula Clark,74,0,1,13,,,n/a,87.089,9,-7.191,162.01098,0.832675956,0.626549758,1,1966
14430,79046,SOQFBNC12A8C1328FE,6/26/1971,How Can You Mend A Broken Heart,Bee Gees,73,0,1,15,,,,91.588,4,-17.299,225.33179,0.433848172,0.39635709,1,1971
12491,74056,SOQFNEF12A6D4F6634,8/4/1973,Half-Breed,Cher,89,0,1,20,,,,102.718,9,-12.072,163.70893,0.524303963,0.618880669,0,1973
9834,128539,SOQGMHH12AB0180703,6/12/1982,Eye Of The Tiger,Survivor,59,0,1,25,,,,108.849,8,-12.165,226.7424,0.678963163,0.796187247,1,1982
38946,88406,SOQIHNY12AB018044E,9/13/2008,Whatever You Like,T.I.,1,1,1,4,"C.J.Harris, Jr.,J.Scheffer,D.Siegel,K.V.Washington",Jim Jonsin,Grand Hustle,150.011,9,-6.07,222.17098,0.402996438,0.659443721,0,2008
7141,9069,SOQKJRT12B55279D9C,12/2/1967,Daydream Believer,The Monkees,1,0,1,12,,,n/a,128.022,7,-16.219,166.00771,0.496870147,0.324609852,1,1967
25969,118295,SOQMGSU12AB017DF84,3/9/1985,One More Night,Phil Collins,14,22,1,18,P.Collins,"P.Collins,H.Padgham",Atlantic,136.488,3,-14.541,380.94322,0.36434134,0.49606202,1,1985
23613,111588,SOQMOYK12B0B80B343,8/6/1988,Monkey,George Michael,10,16,1,16,G.Michael,"G.Michael,J.Jam,T.Lewis",Columbia,194.176,6,-12.264,305.84118,0.737793036,0.582584481,1,1988
32080,58833,SOQNXQY12AB01886FD,9/29/1979,Still,Commodores,68,0,1,20,,,,65.137,1,-12.589,348.23791,0.224039026,0.29968803,1,1979
15243,35353,SOQOKGJ12AF72A78D9,9/12/1998,I Don't Want To Miss A Thing,Aerosmith,1,1,1,20,D.Warren,M.Serletic,Columbia,120.92,2,-5.693,299.83302,0.439111753,0.328891205,1,1998
22639,79437,SOQOOVS12A81C22E17,8/14/1971,Maggie May,Rod Stewart,62,0,1,17,,,,128.984,2,-8.415,298.00444,0.521704576,0.696789482,1,1971
10331,69358,SOQQKXC12A8C12FC69,10/11/1975,"Fly, Robin, Fly",Silver Convention,87,0,1,17,,,,100.299,0,-11.245,218.48771,0.494784254,0.782274119,0,1975
6495,59459,SOQRBXI12A58A7D5B3,12/22/1979,Crazy Little Thing Called Love,Queen,58,0,1,22,,,,159.343,7,-6.107,255.76444,0.701516378,0.325899987,1,1979
34383,68313,SOQRDGN12AB018872E,5/17/1975,The Hustle,Van McCoy,54,0,1,19,,,,74.18,0,-8.048,208.40444,0.825857324,0.495074093,1,1975
9655,118419,SOQRTBP12A8AE47ADE,3/23/1985,Everything She Wants,Wham!,60,0,1,20,G.Michael,G.Michael,Columbia,117.71,6,-6.323,361.92608,0.811732123,0.878674121,0,1985
919,118812,SOQVIMB12AC9618279,5/18/1985,A View To A Kill,Duran Duran,43,0,1,17,"Duran Duran,J.Barry","B.Edwards,J.Corsaro,Duran Duran",Capitol,125.542,0,-11.37,356.57098,0.528141386,0.40244518,0,1985
971,80977,SOQWDOM12AF72A115D,3/21/1970,ABC,The Jacksons,14,0,1,13,,,,93.667,1,-8.34,177.81506,0.766051815,0.678062311,1,1970
15853,50251,SOQWWOQ12AAF3B22EA,6/6/1992,I ll Be There,Mariah Carey,4,13,1,20,"H.Davis,B.Gordy,W.Hutch,B.West","W.Afanasieff,M.Carey",Columbia,87.933,5,-10.001,263.94077,0.456744865,0.235580124,1,1992
15506,17561,SOQWYJN12AF72A37F4,10/30/1965,I Hear A Symphony,The Supremes,39,0,1,10,,,n/a,141.188,5,-8.617,158.37995,0.498587466,0.496478443,1,1965
3075,108600,SOQXDHY12A8C13148D,6/17/1989,"Batdance (From ""Batman"")",The Artist,53,0,1,18,*Prince Symbol*,*Prince Symbol*,Warner Bros.,123.939,1,-7.617,303.75138,0.844273276,0.561335277,1,1989
336,12308,SOQXGOP12A8C136F80,3/5/1966,(You're My) Soul And Inspiration,The Righteous Brothers,90,0,1,13,,,n/a,93.821,11,-6.662,179.3824,0.639761915,0.220883014,1,1966
21709,111729,SOQXQMX12B0B808678,8/27/1988,Love Bites,Def Leppard,30,39,1,23,"Clark,Collen,Elliott,R.J.Lange,Savage",R.Lange,PolyGram,129.829,0,-12.962,346.77506,0.581361329,0.494237987,0,1988
32367,116774,SOQYTZL12AF72A3312,8/2/1986,Stuck With You,Huey Lewis ,42,0,1,19,"C.Hayes,H.Lewis",Huey Lewis ,EMI,120.751,7,-10.732,269.71383,0.453589076,0.69863772,1,1986
34543,107723,SORADAN12A6D4F9D57,2/11/1989,The Look,Roxette,50,0,1,19,Gessle,C.Ofwerman,EMI,95.037,2,-9.766,237.45261,0.714527847,0.660604226,1,1989
19910,114165,SORAGYH12AAA15FD76,8/1/1987,La Bamba,Los Lobos,24,30,1,21,R.Valens,M.froom,Warner Bros.,156.416,0,-12.681,174.2624,0.79070346,0.499152306,1,1987
1866,32312,SORAXJW12A8C139AA0,7/3/1999,Amazed,Lonestar,38,39,1,55,"M.Green,A.Mayo,C.Lindsey","D.Huff,N.Stewart,B.Tankersley",BNA,139.749,1,-6.792,268.01587,0.293610585,0.472656187,1,1999
2333,30634,SORBAXC12A8C1381C0,11/21/1960,Are You Lonesome To-night?,Elvis Presley,2,0,1,16,,,n/a,50.877,0,-16.004,187.11465,0.228716907,0.310845107,1,1960
14848,95870,SORBIZD12AF72A0D87,7/17/2004,I Believe,Fantasia,6,1,1,2,"T.Gray,S.Watters,L.Biancaniello","L.Biancaniello,S.Watters",RMG,133.767,8,-4.981,298.60526,0.326330963,0.47887158,1,2004
24046,34432,SORCAZW12A8C1353A4,5/9/1998,My All,Mariah Carey,2,0,1,20,"M.Carey,W.Afanasieff,A.Henderson,C.Scruggs,S.Jordan","M.Carey,W.Afanasieff,S.Jordan,S.Combs",Columbia,126.205,1,-9.915,432.19546,0.926477781,0.891113854,1,1998
13302,118629,SORCQZC12AF729DA6E,4/20/1985,Heaven,Bryan Adams,52,0,1,19,"B.Adams,J.Vallance","B.Adams,B.Clearmountain",A,131.895,0,-9.014,270.62812,0.267266834,0.419568688,1,1985
26432,122574,SORFLNO12A58A77801,1/7/1984,Owner Of A Lonely Heart,Yes,4,4,1,15,"Robin,Anderson,Squire Horn",T.Horn,EEG,130.95,2,-5.157,364.12036,0.778109725,0.264525972,1,1984
23191,27144,SORJYAB12AF72A4F30,7/17/1961,Michael,The Highwaymen,69,0,1,17,,,n/a,103.573,2,-16.566,177.81506,0.194330892,0.405096107,1,1961
12110,14865,SORKBKO12B0B80B06E,10/22/1966,Good Vibrations,The Beach Boys,81,0,1,14,,,n/a,150.814,3,-11.992,217.36444,0.348918718,0.282014258,1,1966
30356,24840,SORKQNA12A58A78414,8/25/1962,Sherry,The 4 Seasons,65,0,1,14,,,n/a,118.136,7,-9.029,152.24118,0.682365391,0.676318381,1,1962
36754,108432,SORKTKL12A8C142BE9,5/20/1989,Toy Soldiers,Martika,69,0,1,20,"Martika,M.Jay",M.Jay,Columbia,130.197,1,-6.671,259.47383,0.370666348,0.534717773,0,1989
27924,55641,SORMJGO12AF72A4296,7/7/1990,Release Me,Wilson Phillips,58,76,1,22,Wilson Phillips,"G.Ballard,C.Koppelman",EMI,97.197,0,-10.651,295.78404,0.319193375,0.737247421,1,1990
11170,68887,SOROYQI12AF72A0507,8/2/1975,Get Down Tonight,KC & The Sunshine Band,32,0,1,15,,,,112.709,1,-13.643,548.20526,0.523432329,0.767292489,1,1975
39118,116858,SORTZVI12AB018115A,8/16/1986,When I Think Of You,Janet Jackson,46,60,1,19,"J.Harris III,T.Lewis,J.Jackson","J.Jam,T.Lewis",A,116.184,11,-6.13,235.20608,0.663871371,0.796388936,1,1986
23650,114484,SORVEKH12A6D4F6CF2,9/12/1987,Mony Mony,Billy Idol,51,72,1,22,"T.James,R.Cordell,B.Bloom,B.Gentry",K.Forsey,EMI,135.164,6,-3.77,306.62485,0.516398095,0.716532485,1,1987
6789,63087,SORVNSE12B55279A03,5/14/1977,Da Doo Ron Ron,Shaun Cassidy,89,0,1,22,,,,143.888,0,-18.629,168.07138,0.559014054,0.448741819,1,1977
34146,56471,SORVQHN12A8C133D03,11/3/1990,The First Time,Surface,82,0,1,25,"B.Jackson,B.Simpson",Surface,Columbia,126.393,10,-11.092,255.50322,0.207178987,0.649552747,1,1990
1863,117195,SORVTAO12A6D4FC44D,10/4/1986,Amanda,Boston,38,51,1,18,T.Scholz,T.Scholz,MCA,125.045,7,-7.354,257.2273,0.431211102,0.366989875,1,1986
32521,21578,SORWWKV12AB018DB76,5/18/1963,Sukiyaki,Kyu Sakamoto,45,0,1,14,,,n/a,144.823,7,-10.966,187.01016,0.254516193,0.478900831,1,1963
11840,25380,SORXURG12B55282CE2,11/10/1962,Go Away Little Girl,Steve Lawrence,100,0,1,17,,,n/a,109.918,0,-20.28,131.86567,0.352924811,0.318336097,1,1962
8109,108891,SORZDSO12AF729DA4D,7/22/1989,Don t Wanna Lose You,Gloria Estefan,33,44,1,18,G.Estefan,"E.Estefan Jr.,J.Casas,C.Ostwald",Epic,164.389,10,-10.114,249.20771,0.346270794,0.521399077,1,1989
22148,56237,SOSAHUH12A8C1375B9,9/29/1990,Love Takes Time,Mariah Carey,36,50,1,26,"M.Carey,B.Margulies",W.Afanasieff,Columbia,126.383,11,-11.753,231.20934,0.365402841,0.579259481,1,1990
24010,106680,SOSAREL12AF72A1325,9/16/2000,Music,Madonna,1,2,1,10,"Madonna,M.Ahmadzai","Madonna,Mirwais",Warner Bros.,119.734,3,-6.3,225.88036,0.795555568,0.783466703,1,2000
35104,17692,SOSBBVS12A8C134FC7,11/20/1965,The Sounds Of Silence,Simon & Garfunkel,80,0,1,14,,,n/a,106.294,6,-18.447,185.7824,0.337132967,0.292320784,1,1965
40539,71825,SOSBRAR12A67AD73BA,9/21/1974,You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,65,0,1,17,,,,119.28,9,-5.909,233.29914,0.651499582,0.463882642,1,1974
15120,52443,SOSBRUE12A8C1348A0,4/13/1991,I Don t Wanna Cry,Mariah Carey,31,50,1,19,"M.Carey,N.M.Walden",Not Listed,Columbia,130.837,6,-8.062,290.61179,0.444145065,0.616683463,0,1991
16827,51407,SOSBVTB12AF729CBDD,11/14/1992,"I Will Always Love You (From ""The Bodyguard"")",Whitney Houston,40,0,1,26,D.Parton,D.Foster,Arista,133.524,4,-14.039,271.17669,0.235061564,0.283265926,1,1992
22780,90325,SOSDFRK12AB01848EE,6/9/2007,Makes Me Wonder,Maroon 5,3,1,1,8,"A.Levine,J.Carmichael,M.Madden","M.Endert,Maroon 5",A&M/Octone,58.628,9,-6.712,355.02975,0.43709714,0.530109795,1,2007
2237,110795,SOSEROY12A58A7F717,4/23/1988,Anything For You,Gloria Estefan ,8,15,1,23,G.M.Estefan,E.Estefan,Epic,143.456,6,-13.541,224.44363,0.385542466,0.440058595,1,1988
19642,72699,SOSFZPT12AF72A0772,1/27/1973,Killing Me Softly With His Song,Roberta Flack,54,0,1,16,,,,121.031,5,-11.212,287.00689,0.395701956,0.458856448,0,1973
3509,105783,SOSGEEB12A8C132A61,5/13/2000,Bent,matchbox twenty,29,37,1,25,R.Thomas,M.Serletic,Atlantic,95.549,6,-6.174,257.48853,0.686452361,0.5363202,0,2000
35121,70871,SOSGFPM12AF72A12FF,5/11/1974,The Streak,Ray Stevens,2,0,1,17,,,,120.404,5,-8.726,200.25424,0.837321041,0.560955233,1,1974
34699,117153,SOSGSHF12A58A79B9A,9/27/1986,The Next Time I Fall,Peter Cetera With Amy Grant,58,74,1,21,"Caldwell,Gordon",M.Omartian,Warner Bros.,118.337,8,-13.954,226.06322,0.327488874,0.639819963,1,1986
15253,20469,SOSJWHX12B20E5E50F,12/12/1964,I Feel Fine,The Beatles,5,0,1,11,,,n/a,180.069,7,-9.303,137.92608,0.674822161,0.335703131,1,1964
28992,27653,SOSNHHE12A8C139C6C,9/25/1961,Runaround Sue,Dion,42,0,1,14,,,n/a,157.053,11,-7.755,160.10404,0.726087829,0.447526603,0,1961
13861,116511,SOSNNJW12A8C137FD7,6/28/1986,Higher Love,Steve Winwood,47,62,1,22,"S.Winwood,W.Jennings","R.Titelman,S.Winwood",Warner Bros.,110.489,1,-6.02,460.66893,0.667213896,0.734242184,0,1986
36351,11026,SOSPWFO12A58A7D905,9/9/1967,To Sir With Love,Lulu,74,0,1,17,,,n/a,104.979,7,-6.988,176.69179,0.417428255,0.575224938,1,1967
9909,68719,SOSQFGU12AF72A8210,7/12/1975,Fame,David Bowie,67,0,1,21,,,,95.431,10,-11.926,255.26812,0.702468435,0.791061359,1,1975
28743,53360,SOSRUFM12A6D4F9912,8/17/1991,Romantic,Karyn White,52,0,1,20,"K.White,J.Harris III,T.Lewis","J.Jam,T.Lewis",Warner Bros.,110.383,1,-6.413,236.9824,0.893543932,0.72908202,1,1991
36883,129421,SOSSQVP12AF72A6847,10/9/1982,Truly,Lionel Richie,60,0,1,18,,,,71.123,1,-10.166,200.56771,0.166416318,0.357457519,1,1982
31163,114830,SOSSWSI12AF72A1145,10/31/1987,So Emotional,Whitney Houston,47,0,1,19,"B.Steinberg,Kelly",Narada,Arista,119.088,7,-4.506,272.06485,0.84180455,0.613810061,1,1987
118,16530,SOSSZKD12AF72A19BF,6/12/1965,(I Can't Get No) Satisfaction,The Rolling Stones,67,0,1,14,,,n/a,166.41,9,-2.981,264.41098,0.941884585,0.237700129,1,1965
8638,35801,SOSTPQB12AB0183BD2,11/14/1998,Doo Wop (That Thing),Lauryn Hill,1,0,1,21,L.Hill,L.Hill,Columbia,199.893,7,-8.458,240.53506,0.615134798,0.610880853,0,1998
41429,39864,SOSTYNN12A8C13DC00,6/8/1996,You're Makin' Me High/Let It Flow,Toni Braxton,7,0,1,41,"B.Wilson,Babyface","Babyface,B.P.Wilson",Arista,129.679,10,-5.29,497.52771,0.853804022,0.70328973,0,1996
13414,18293,SOSXMUU12AB0184A87,2/15/1964,"Hello, Dolly!",Louis Armstrong,76,0,1,22,,,n/a,172.273,9,-14.863,359.02649,0.853462096,0.401872783,0,1964
11844,79390,SOSYMRV12A8C13F702,8/14/1971,Go Away Little Girl,Donny Osmond,44,0,1,15,,,,108.254,4,-12.598,149.31546,0.419818592,0.421025643,0,1971
2724,128276,SOTBFQP12AB017CDDB,5/1/1982,"Baby, Come To Me","Patti Austin,James Ingram",74,0,1,32,,,,178.731,7,-7.607,211.30404,0.576329287,0.496945107,0,1982
250,66122,SOTBRVT12A8C140AB4,7/10/1976,"(Shake, Shake, Shake) Shake Your Booty",KC & The Sunshine Band,79,0,1,21,,,,112.154,5,-7.854,184.86812,0.873521896,0.667151681,1,1976
40624,43062,SOTCLQW12C106D2439,9/2/1995,You Are Not Alone,Michael Jackson,1,0,1,20,R.Kelly,"R.Kelly,M.Jackson",Epic,122.28,4,-17.743,257.41016,0.237470637,0.641130208,1,1995
41169,52106,SOTCRMA12A8C136387,2/23/1991,You re In Love,Wilson Phillips,36,44,1,19,"Wilson Phillips,G.Ballard",Not Listed,EMI,101.897,6,-10.745,291.99628,0.542266377,0.667737423,0,1991
29087,57866,SOTEGZH12AC468A071,5/19/1979,Sad Eyes,Robert John,85,0,1,27,,,,107.134,0,-7.991,252.99546,0.329448179,0.691140667,1,1979
7461,114333,SOTGDSV12C106D09B7,8/22/1987,Didn t We Almost Have It All,Whitney Houston,16,25,1,17,Not Listed,Not Listed,Arista,133.385,0,-15.146,294.05995,0.419794197,0.526582364,0,1987
38518,115673,SOTGOGD12A8C13193E,3/1/1986,West End Girls,Pet Shop Boys,71,0,1,20,"Tennant,Lowe",S.Hague,EMI,121.01,0,-9.452,288.07791,0.743483781,0.757804281,1,1986
37921,20741,SOTHXCH12A8C1390C6,1/26/1963,Walk Like A Man,The 4 Seasons,40,0,1,13,,,n/a,132.093,10,-5.343,112.63955,0.627191563,0.744793309,1,1963
22740,81882,SOTIIPR12AC468928C,7/25/1970,Make It With You,Bread,5,0,1,17,,,,85.001,9,-12.407,186.93179,0.235446371,0.63361474,1,1970
17819,21358,SOTKYAF12C0DDBEF65,4/20/1963,If You Wanna Be Happy,Jimmy Soul,32,0,1,14,,,n/a,93.031,10,-16.937,130.69016,0.821595396,0.451640548,1,1963
33738,47443,SOTLIGZ12AB01838BD,5/1/1993,That s The Way Love Goes,Janet Jackson,14,0,1,23,"J.Jackson,J.Harris III,T.Lewis","J.Jam,T.Lewis,J.Jackson",Virgin,97.673,0,-6.499,266.10893,0.773940821,0.681892043,1,1993
3640,25250,SOTLOKX12A8C1390C2,10/20/1962,Big Girls Don't Cry,The 4 Seasons,66,0,1,16,,,n/a,132.107,7,-5.886,137.82159,0.655664235,0.881243234,1,1962
2131,130184,SOTPANI12AF72A2D5D,1/26/1980,Another Brick In The Wall (Part II),Pink Floyd,64,0,1,25,,,,106.429,0,-11.727,379.08853,0.612833143,0.588112467,1,1980
